ID,Family,Meaning RU,Scope,Master status,Variants,Sizes,Touch target,Accessible name,Overlays,Motion,License,Owner decision
pi-navigation-chats,navigation,Чаты,D0 semantic requirement,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Чаты,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-hand-raise,future,Поднять руку,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Поднять руку,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-recording-reference,future,Запись эфира,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Запись эфира,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-qr,future,QR-код,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,QR-код,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-business,future,Бизнес,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Бизнес,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-catalog,future,Каталог,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Каталог,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-product,future,Товар,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Товар,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-offer,future,Предложение,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Предложение,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-merchant,future,Продавец,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Продавец,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-order,future,Заказ,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Заказ,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-booking,future,Бронирование,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Бронирование,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-checkout,future,Оформление,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Оформление,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-payment,future,Оплата,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Оплата,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-subscription,future,Подписка,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Подписка,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-fulfilment,future,Исполнение заказа,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Исполнение заказа,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-refund,future,Возврат,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Возврат,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-tip,future,Благодарность,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Благодарность,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-location,future,Место,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Место,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-hours,future,Часы работы,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Часы работы,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-supplier,future,Поставщик,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Поставщик,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-compare,future,Сравнение,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Сравнение,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-shortlist,future,Список выбора,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Список выбора,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
pi-future-sponsored,future,Реклама,B/C readiness,NOT_CREATED,outline; active if stateful; filled only if justified in D2,optical sizes TBD D2; current UI baseline 22px,D2 specification; audit candidate minimum 44x44 CSS px,Реклама,only relevant unread/status; placement TBD D2,static required; morph only same semantic control,original master required; TEMP must retain source/license,PENDING
